# Fix print output for fix print_data
# Argon - LJ potential
# 32 atoms, dens. -1g/cm^3
# NVE, dt = 4 fs, -1 timesteps, output_step = every 1 step
# Temperature = 70.0 K, V = 1242.990379008 A3
# LAMMPS real units
step time temp c_pe_total c_ke_total c_flux_thermal[1] c_flux_thermal[2] c_flux_thermal[3] c_flux_thermal[4] c_flux_thermal[5] c_flux_thermal[6]
29 32116 60.597659696504400983 -56.369096291353756101 5.5995335039244276132 -0.0039967023306845417957 0.010305793471851697196 0.0060543155799600220646 0.00028970007516447397744 0.0015987915762973470973 0.00026209430837300339012
30 32120 60.55524961524668015 -56.364885291485173013 5.5956145956349629955 -0.0041819193295235873239 0.0099861794972753333 0.0061923735051600935914 0.00025357681774182102077 0.0015878631743207684453 0.00022131245627516780636
31 32124 60.601523060682680466 -56.368569790033916433 5.5998904985222797137 -0.0043528606866393895064 0.0096208109744786666356 0.0063165512025270386526 0.00022427418910172212951 0.0015825768097684957819 0.00018514745820261005807
32 32128 60.732634253607088226 -56.381024441422397331 5.6120058429299133351 -0.0045053493232495699788 0.0092077278427511524694 0.0064234396521683006717 0.00020107407347323431185 0.0015823791633899700337 0.00015289174643900570877
33 32132 60.94349356379387217 -56.399624238940774035 5.631490321009079203 -0.0046326989152807515615 0.0087484480867504824803 0.0065218892760984612661 0.00018392896823331153847 0.0015857009019334070837 0.00012475352809934768875
34 32136 61.227878569733093173 -56.425945423687196012 5.657768949206039899 -0.0047342121831124303957 0.0082512080081356097006 0.0066207724836098175852 0.00017248746806569755993 0.0015945826158674887216 0.00010159845218080023471
35 32140 61.578551289675459657 -56.458089402989990901 5.6901729010098565098 -0.0048051829355903498409 0.0077192478218308293453 0.0067172834398748493268 0.00016567945521875197291 0.0016079501821870218967 8.2956898930280388582e-05
36 32144 61.987460179988062237 -56.495617855155856546 5.727958172632979128 -0.0048427872743286790036 0.0071557472457428180843 0.0068164533690099780514 0.00016346064579577149721 0.0016255514444818959865 6.8234780730555642109e-05
37 32148 62.445959115525596417 -56.537116404775275669 5.7703258179168814834 -0.0048471355760613009031 0.0065699865268756141995 0.0069284577414559138722 0.00016478711776145033713 0.0016477870250852363551 5.9219841215285042024e-05
38 32152 62.944987617476712671 -56.582977246157810214 5.8164386023063032738 -0.004813981083255777435 0.0059609995588277295622 0.007049485270879472798 0.00016979715721189363696 0.0016729429081020893641 5.3538704760249834769e-05
39 32156 63.475262436113368381 -56.632031751788730389 5.8654387060745794003 -0.0047548963809215388787 0.0053313974475116179125 0.0071865640439966486583 0.00017713008458017810015 0.001700467674149202385 5.1395260437159121306e-05
40 32160 64.027510513035039708 -56.683422681995502046 5.9164692512258003632 -0.0046631700034946606259 0.0046885708070253488688 0.0073393157917872268309 0.00018735695247147838346 0.0017303738760247253103 5.3431822539397647552e-05
41 32164 64.592659720274895108 -56.735695847985724072 5.9686919267631930452 -0.0045405728755034237623 0.004038312432196144823 0.0075114410277220232393 0.00020096517131743180974 0.0017620205623394089717 5.9703401449488378502e-05
42 32168 65.162107930217516127 -56.788053503452132986 6.0213118521248887305 -0.0044003527329998445849 0.0033814408399423182688 0.0077026979568001517976 0.00021564463957877500269 0.0017950966640859593315 6.8978242253924632564e-05
43 32172 65.727862329111729878 -56.840373303074379407 6.0735904504646116564 -0.0042409785866006459443 0.0027251059823152411037 0.0079120725013929697061 0.00023251201319733399899 0.001829649153300018545 8.0360886673315630978e-05
44 32176 66.282659017404952806 -56.891367151408594793 6.1248565003339177082 -0.0040624759440112470643 0.0020716972705507757414 0.0081410781624501812881 0.00025236606916758730964 0.0018647459164719635411 9.4962387261694042838e-05
45 32180 66.820220625816673987 -56.941377097262304119 6.1745299407241995837 -0.0038762733902065766439 0.0014199036755705271746 0.008388197984372878363 0.00027534255763283100454 0.0018986436670328891985 0.00011340509353502885954
46 32184 67.335275959039734062 -56.988684259667174103 6.222123686245098817 -0.0036899830001944789598 0.00076930019656780120399 0.0086524442295982696705 0.0002994875236584024214 0.0019322438587892490705 0.00013456386557217370203
47 32188 67.823598756041320712 -57.033514548142633771 6.2672472087744388602 -0.0035096726328466840497 0.00012743126263186472201 0.0089286259476568912569 0.00032675534497076785118 0.0019644988336066735585 0.00015746655951925827687
48 32192 68.282027012733578886 -57.07588561943283878 6.3096083229717585539 -0.0033373772839842361787 -0.00050759299590078790429 0.009212764570116088042 0.00035627420738050833912 0.0019933151887700168228 0.00018205715697050398657
49 32196 68.708439987852386821 -57.11682910066514296 6.3490110615039805353 -0.0031813763978101733398 -0.0011351948469913298971 0.0095004432869549779173 0.00038933396239937455643 0.0020201226581159732396 0.00020771989754301900056
50 32200 69.101641898666912311 -57.15285448989382644 6.3853449279344687284 -0.0030415488914435559464 -0.0017504316123379349071 0.0097949910977601639672 0.00042545355763930464005 0.0020437992006998818503 0.0002362670680851160698
51 32204 69.461214913039199814 -57.185461519060083901 6.4185713124379093486 -0.0029242418598370775729 -0.0023570769810699692369 0.010090228554379618298 0.00046585627562901392278 0.0020633698621703271125 0.00026597765292172659106
52 32208 69.787447240289836259 -57.215907510699508975 6.4487168470287210553 -0.0028366304423966554743 -0.0029586655404590981276 0.010391327684250386068 0.00050890107516513905829 0.0020777175915625348268 0.00029730694729364066757
53 32212 70.08108563236584132 -57.242109815172966591 6.4758505354038673474 -0.0027814233964995327408 -0.003543507084047290822 0.010687334789645903943 0.00055520414397864986319 0.0020875950275134492334 0.00032880898670386475915
54 32216 70.343166095801265669 -57.266316770003598435 6.5000681098626937882 -0.0027604923664652537829 -0.0041175259467055042722 0.010981994106359763141 0.00060390258482956684673 0.0020918093025341939067 0.00036125977420212575329
55 32220 70.574961968273115076 -57.287112123002721376 6.5214872333152849038 -0.0027663711738772477772 -0.004674940701193764335 0.011267512735314986344 0.00065649365907196753807 0.0020895536297263640063 0.00039145397140185971517
56 32224 70.777743501516880542 -57.305532834387769014 6.5402252835149541355 -0.0028106331334036716713 -0.0052168352494734839334 0.011555870873373126628 0.00071028308509428874154 0.002080538814899206973 0.00042246958017668487587
57 32228 70.952701649813135987 -57.321690285585759739 6.5563923107248509581 -0.0028880392378036884304 -0.0057421175330590931013 0.011844238595865736949 0.00076556913128062939466 0.0020638289376227652097 0.00045272481807649158324
58 32232 71.100999148779649772 -57.336614167791118746 6.5700957576594376519 -0.0029905978185835596639 -0.0062429451393855670688 0.012124852613845285565 0.00082272940895393702893 0.0020394750041013882946 0.00047987285481805217434
59 32236 71.223717894142495766 -57.348559362346939849 6.581435597013967076 -0.0031225237267252748882 -0.0067195206123285070032 0.012404825248593955717 0.00088040339130600287973 0.0020058673915188860414 0.00050454145604755654998
60 32240 71.321803706464308448 -57.357307120542401435 6.5904992274430371779 -0.0032764464692953670227 -0.0071684804146345971337 0.012681570814154149995 0.0009373209878111242975 0.0019642085239724525053 0.00052596741975420471631
61 32244 71.39617041329238134 -57.364784655234011268 6.5973710912830920705 -0.0034488112698363264375 -0.0075864940697454872134 0.012959037850816685841 0.00099300943332986937526 0.0019129660856964129587 0.00054382750397222764764
62 32248 71.447818565622114306 -57.369545853838630478 6.602143644560471536 -0.0036346780994415978788 -0.007967860627661218359 0.013235419691857402968 0.0010465737519180632643 0.0018527057045029946339 0.00055643645925917972761
63 32252 71.477840228107694998 -57.373231760071512042 6.6049177996313677141 -0.0038325613805056651245 -0.0083149121856244158357 0.013512059668468299686 0.0010966490271839186323 0.0017816533717371545262 0.00056587859230466182499
64 32256 71.487451977706086836 -57.374108293586402851 6.6058059744251975687 -0.0040313328676109799059 -0.0086212893150724289465 0.013787493615391246266 0.001143382040505441094 0.0017002798038235618187 0.00056999825292751112905
65 32260 71.478100482896081758 -57.373845508934522286 6.6049418485041204718 -0.0042312001003627884577 -0.0088859924332806913827 0.014057875458808216304 0.0011837999050106021853 0.001608533458151483863 0.00056888944657587365954
66 32264 71.451483584211104017 -57.371371084515224936 6.6024823110120198777 -0.0044219153857630554005 -0.0091068759332732906325 0.014327706652129526543 0.0012205595038140147797 0.0015065435593379064485 0.00056385024083803773551
67 32268 71.409490001812727655 -57.368090407901952688 6.5986018893461144685 -0.0045995106993331133505 -0.0092791516491918593634 0.014590214539039631295 0.0012504448938686612419 0.001394939114817014391 0.00055434559856305299676
68 32272 71.354165563861528199 -57.362347618644982106 6.5934896284857922311 -0.0047632412208458889749 -0.0094091603393823552981 0.014840009510066465986 0.0012740159221585065433 0.0012736802918441405587 0.00053999272771537948183
69 32276 71.287670155182041754 -57.356185755643501523 6.5873451128292019874 -0.0049057521736078713373 -0.0094917996555974742945 0.01507654887779262369 0.0012897469974667975616 0.0011438357513979457644 0.00052200271561914351331
70 32280 71.212320822194300263 -57.349513134920805157 6.5803824493092504255 -0.0050182878991624664533 -0.009535334599447364487 0.015301289372485944035 0.0012987295220754880784 0.0010050136033026668518 0.00050288009342006577407
71 32284 71.130428428013473763 -57.341929315928709343 6.5728151734898760949 -0.0051074480218925698977 -0.0095349673954234510226 0.015494626832202151867 0.0012983002623542178391 0.00085921225924158180047 0.00048123500891907120686
72 32288 71.044225186149589035 -57.333948839575938905 6.5648495533094717302 -0.0051605647197909042603 -0.0094949295977140059366 0.015659415327550531283 0.0012913379575474528277 0.00070797179678690810162 0.00045875247609083211024
73 32292 70.955857150949256607 -57.326382813043231579 6.5566838951593311435 -0.0051850903067735681917 -0.0094198342422350880843 0.015783549964828200857 0.0012735532885754284951 0.00055130392667147951752 0.00043555977758294732623
74 32296 70.867298725450012853 -57.317879518050283139 6.5485006439723800753 -0.0051772079329924867303 -0.009316111490848778473 0.015863151490177987424 0.0012467554822254908742 0.00039101301915414003046 0.00041261290370859810689
75 32300 70.78036852335813478 -57.309220828613717913 6.5404678489510166273 -0.0051386519326550071998 -0.009186128606092634416 0.015891304601267322583 0.0012100655896734625883 0.00022809090225316087583 0.00039192336492006917339
76 32304 70.696687813250591148 -57.302091541271522601 6.5327353235989455982 -0.0050587841446683521479 -0.0090329460838465963635 0.015866120876092459913 0.0011650774526123439112 6.435605754817586531e-05 0.00037503928855767316997
77 32308 70.617652947123204399 -57.294777218081790693 6.5254320979781050838 -0.0049445845013133720228 -0.0088639616482804051145 0.015779955872165941921 0.0011117802257075955555 -9.8511943166318719466e-05 0.00036085661800153612418
78 32312 70.544455123465922952 -57.288006306344982477 6.5186682449178361409 -0.0047992590116464287769 -0.0086879480545176846623 0.015627623239306644154 0.001049690298131197505 -0.00026054807131025770669 0.00035198443164320084714
79 32316 70.478086894849866439 -57.282481195016437425 6.5125354813491949102 -0.0046225958909816801043 -0.0085098594027572891513 0.015407639842127524715 0.00097995617757084835936 -0.00041926116569474772711 0.00034832804895487917522
80 32320 70.419381419322974125 -57.276742060219760333 6.5071107953345359576 -0.0044147647349221282032 -0.0083335756299318768103 0.015121065778182243844 0.00090357660522486383387 -0.0005734078159918645258 0.00035194945448652507555
81 32324 70.369059950469136311 -57.272392569605045765 6.5024608343917371656 -0.0041784001541735433724 -0.0081693719653239647849 0.014768599756916123839 0.00082002836438999950064 -0.0007227226368801663043 0.00036295073075182592535
82 32328 70.327689750225502507 -57.268565230439463676 6.4986380164233787937 -0.0039237625565187337837 -0.0080155553580133834246 0.014337016220037065994 0.00072994742731213608372 -0.00086412454650381753749 0.00037903793539462052146
83 32332 70.295697732351911213 -57.265605766613631999 6.495681790443059711 -0.0036491276181532736334 -0.0078763664868762225946 0.013831682291800475801 0.00063512173758638757609 -0.00099775950374775897352 0.00040237010334827892112
84 32336 70.273413839496484457 -57.263234573574621322 6.4936226448379859022 -0.0033628597669262717818 -0.007760788791820816615 0.013259892405414801242 0.00053553888520227205944 -0.0011236715068700321891 0.00043187674865804884065
85 32340 70.261068965254580121 -57.262090679767347012 6.492481915356592026 -0.00306815021332463439 -0.0076671586509806976054 0.012623915077482398411 0.00043176228677657690902 -0.0012397794181412905706 0.00046882923115483445681
86 32344 70.258840144489028035 -57.262495888506251163 6.4922759609251254886 -0.0027689076990486359564 -0.0076003347442162461772 0.011927897259284853809 0.00032532877883147560266 -0.0013454725349068578574 0.00051219769729666489617
87 32348 70.266825225774326213 -57.263540504350174842 6.4930138232520295816 -0.0024711523333433484811 -0.0075669272803048090795 0.011181466786524636367 0.00021573137740294769105 -0.0014428592187941610692 0.00056207401502374231342
88 32352 70.284963610185386074 -57.265522721994372546 6.4946899026868702975 -0.0021771616111146696593 -0.0075593814131619937666 0.010379887919226397225 0.00010434156696102845491 -0.0015294369711886337572 0.00061625285094184852758
89 32356 70.313135534452925413 -57.268126224456786133 6.4972931324913902884 -0.0018913637445624022562 -0.0075796731135330235735 0.0095366489512220854741 -7.7297906682181199978e-06 -0.0016053864042354342844 0.00067539127148917642122
90 32360 70.351174194804201534 -57.271948497285123381 6.5008080991443621954 -0.001623617113628215286 -0.0076296943790878282016 0.0086607182638675835745 -0.00012122184171426807903 -0.0016722331118294523483 0.00073903081296969731599
91 32364 70.398763566378633527 -57.275424360141407476 6.5052056003332925371 -0.0013730342640919657171 -0.0077006470239206672307 0.0077559955990766050668 -0.00023502966992523886131 -0.0017283667194879451939 0.00080485727117109791447
92 32368 70.455463770331590467 -57.280664571463510981 6.5104449890044726601 -0.0011400601848794529244 -0.0078003469821011977778 0.0068299381880773937445 -0.00034753495357846709429 -0.0017756885254585235735 0.00087218114153945363633
93 32372 70.520784340033884519 -57.287010269583142019 6.5164809435343231669 -0.00092488899862914596833 -0.0079213825830257711402 0.0058928169865054376084 -0.00045788481415958478399 -0.0018135981504572478221 0.00094055299020327103911
94 32376 70.594154445513012774 -57.294099801492443191 6.5232607163155575947 -0.00073172626771172023102 -0.0080571738769664863478 0.004953257547373981183 -0.00056626507656143670183 -0.0018430468257190459665 0.0010095111644206776393
95 32380 70.674913547973631012 -57.301257724600077381 6.5307232701871091862 -0.00056355954441674252497 -0.0082045804274542208367 0.0040166983531225216447 -0.00067257334398288480537 -0.0018643516870396042301 0.001077657339249775718
96 32384 70.762372057954536331 -57.309035715385590493 6.5388048835578906903 -0.00041547032178281938924 -0.0083613750173412385719 0.0030865661494793145657 -0.00077488996268598817757 -0.0018777480021580895096 0.0011430140717047479644
97 32388 70.855793850792679223 -57.317672249434387766 6.5474375347463000807 -0.00029407810757377250699 -0.0085192045947076709689 0.002177381111308389957 -0.00087590327610702605615 -0.0018854176214154253193 0.0012068214339773001252
98 32392 70.954361188156795492 -57.325860957961538134 6.556545660550619381 -0.00019756644082837959003 -0.0086855521717425637762 0.0012869153892284229505 -0.00097314600227854132497 -0.0018877512387404705475 0.0012659396792878642359
99 32396 71.057153612546500199 -57.335362747978969367 6.5660442059928438852 -0.00011782866165088896893 -0.0088396679983060270913 0.00043344473327304770208 -0.0010665409559051462068 -0.0018839526929340280181 0.0013219431620149330563
100 32400 71.163202512968439351 -57.344552090779266962 6.5758436664660884219 -5.3899566874121909721e-05 -0.0089766501863441337805 -0.00038893440277615624542 -0.0011555781601454246862 -0.0018739760302931033828 0.0013732831664218102426
101 32404 71.27152351739630376 -57.354259457843539849 6.5858530809634530101 -9.2680978598172480964e-06 -0.0091025398962390133284 -0.0011707452127742473853 -0.0012409753077379731892 -0.0018609763305464962872 0.0014187044831498445835
102 32408 71.381131069365110875 -57.363778422196148199 6.5959813790298538194 2.1728495730594966917e-05 -0.0092072506070957176039 -0.0019093639237906998279 -0.001322383825069841333 -0.001843620382296186919 0.0014583920391093951711
103 32412 71.491092059108908074 -57.373637290884168749 6.6061423365532760954 4.4498652438219356287e-05 -0.0092864424983676863157 -0.0026010817643133989086 -0.0013983308614129519656 -0.0018233877675995291759 0.0014906744140438311138
104 32416 71.600541368625115979 -57.383757116495146988 6.616256012208192594 5.5640774220040538356e-05 -0.0093337835595136489641 -0.0032421940512681146455 -0.0014707586071722724905 -0.0018004315276845853869 0.0015165578252866007518
105 32420 71.708670288649045688 -57.392524133461762403 6.626247677124784019 6.9871299123679814214e-05 -0.0093541940062365283581 -0.0038332681791273847186 -0.0015373482203499362272 -0.0017764353539983330707 0.0015354444053802115619
106 32424 71.814777030598335728 -57.402639468532569822 6.6360524824508155817 8.0970071653054670469e-05 -0.0093387505173275348058 -0.0043748425358189988593 -0.0015993230327788340514 -0.0017503409528892414394 0.0015457406621918589468
107 32428 71.918300532682380322 -57.412208694386649199 6.6456185832089387233 9.2595491814399105701e-05 -0.0092846979168433249607 -0.0048602317644580936284 -0.0016567447215668227103 -0.0017228540661113019884 0.0015482886929972380311
108 32432 72.018901079581354452 -57.422428491411523055 6.6549145879671298687 0.000110869103262088535 -0.0091877288169203187584 -0.0052940471156268358727 -0.0017076367462142555409 -0.0016944744896661024375 0.0015416221500277687249
109 32436 72.116525564129347003 -57.43206400795149591 6.6639355893517988605 0.00013666795799901088754 -0.0090487599713074077373 -0.0056689237032847596132 -0.0017537768850875989912 -0.0016649278404916208196 0.0015277542687127101603
110 32440 72.211409792472963431 -57.441751180784514474 6.6727033770562256265 0.000172786471039496764 -0.0088680717962168337243 -0.0059866785810022814934 -0.0017941261046478199775 -0.0016355916902841293771 0.001505512028208828585
111 32444 72.304136264720824556 -57.449085587417457077 6.6812717770679279639 0.00022641747886599158934 -0.0086364489936167996437 -0.006244111281966118962 -0.0018280746012308167134 -0.0016045785923050051233 0.0014760692490728283266
112 32448 72.395613090186841987 -57.457531499216258908 6.6897247033293547602 0.00029353071553402110272 -0.0083636299630499809366 -0.0064476177469644001608 -0.0018551307364578152777 -0.0015738380408269166469 0.0014379405400289308262
113 32452 72.487037135022973189 -57.465664382312432679 6.6981727523907901301 0.00038092461001493910233 -0.0080480720779731451664 -0.0065991252127048111858 -0.0018759259177706720349 -0.0015433643171117376706 0.001391500991004089062
114 32456 72.579919098550746526 -57.475468842743914877 6.706755520591556774 0.00049212726453168179671 -0.0076890697521138891626 -0.0066966086536916604247 -0.0018890529407284699544 -0.0015131807331258909782 0.00133742559659611078
115 32460 72.676059906343013495 -57.484957889955339283 6.7156394226601081598 0.0006229066321098794155 -0.0072838395216867019358 -0.0067442860175949692625 -0.0018951426367416999985 -0.0014811148307630767756 0.0012762377658040984646
116 32464 72.777397303586042199 -57.494311803572053066 6.7250035161565371311 0.00077782266946624617314 -0.0068397374744740436353 -0.0067471355832719919279 -0.0018930912141450367304 -0.0014498210727305303747 0.001206311186077054648
117 32468 72.885925660204833321 -57.504637708110834637 6.735032091056234016 0.00095835591530298133885 -0.0063593708445966084034 -0.0067021427935777784859 -0.001883174851630641921 -0.0014186126185338097591 0.0011303546150635444476
118 32472 73.003611337556193916 -57.514271267492404149 6.7459068491997236094 0.001160260372877254878 -0.0058407574709432325683 -0.0066134312782021673766 -0.0018659392861819440804 -0.0013874330543079335665 0.0010474480473769707048
119 32476 73.13222085400116157 -57.526147681540450662 6.7577910259132130122 0.0013893316880390495054 -0.0052884966424364921941 -0.0064896578604679081015 -0.0018399906080668769134 -0.0013547595367269689437 0.00095823418434433545177
120 32480 73.273206428537150714 -57.538862905834136541 6.7708188136551514802 0.0016487790072330314045 -0.0047081987652630562929 -0.0063310798971161173776 -0.0018053913577007053674 -0.0013224236094141004344 0.00086375584431786119055
121 32484 73.427593202089099123 -57.553434757692542689 6.7850849406870645808 0.0019326753707077076044 -0.0041028370157949614963 -0.0061472084742176507505 -0.0017620682851960684651 -0.0012892919387109819107 0.00076370725270646748484
122 32488 73.595892765460988016 -57.569295920441796 6.8006366806142599657 0.0022412307414337237499 -0.0034774529710613795441 -0.0059403127146089203248 -0.0017104973771707113889 -0.0012554778615486506324 0.00065969304185922728045
123 32492 73.777946167508886788 -57.586432606593952244 6.8174593455385537055 0.0025757285302343193439 -0.0028317789711834098071 -0.0057188237867134466066 -0.0016503352473465678768 -0.0012204154269008175154 0.00055146428967977820235
124 32496 73.972811528437716788 -57.604450106937164833 6.8354659009524123547 0.0029388942937262738271 -0.0021696450664861911123 -0.005493503612181104695 -0.0015810938551296632552 -0.0011840406146967031795 0.00043952601882664248112
125 32500 74.178755748442767981 -57.622575575629163325 6.8544961995750570694 0.0033226790040155702519 -0.0014952917898370301358 -0.0052661205155992204391 -0.0015040188267336981887 -0.0011460759942099130529 0.00032537817755512801754
126 32504 74.393214452044375662 -57.642415058378716708 6.8743132800042312525 0.0037245901119124062706 -0.00081201683241779142042 -0.0050403399338097521973 -0.0014199482735319456615 -0.0011059870664373114973 0.00020997559560856186855
127 32508 74.612845859441478069 -57.662121718805792625 6.8946083447046442316 0.0041468906501068904941 -0.00012544018620232189054 -0.0048230589621181419596 -0.0013283161647382160826 -0.0010644037342833860549 9.4556782906820083245e-05
128 32512 74.833584413916526046 -57.682549867345471739 6.9150057154542974303 0.0045899227728656679173 0.00056046637110879898858 -0.0046234073858429708057 -0.0012290776295914847098 -0.0010208767551713243335 -2.076139418131020542e-05
129 32516 75.050724153364001268 -57.702341209694807844 6.9350705372998797671 0.0050517338413947438999 0.0012494498177685192664 -0.0044475478198721775727 -0.0011234532091048323593 -0.00097426350554136870175 -0.00013574736283376853674
130 32520 75.259040470486127106 -57.721933717885349324 6.9543200298212344279 0.0055281885032638210936 0.0019337480537329893027 -0.0042967900721107782705 -0.0010117188206824709752 -0.00092505698667191913614 -0.00024813442291812294604
